"PacFIN_Species_Code","Institution","Year","Sample_ID","Year_Month_Code","Project_ID","CDFW_Vessel_Number","Sample_Number","Port","Capture_Date","Vessel","Fork_Length_mm","Carcass_Fork_Length_mm","Sex","Maturity","Otoliths_Retained","Fin_Clip_Retained","Comments","CRFS_District","RecFIN_Species_Code","Species_Name","Scientific_Name","MANAGEMENT_PLAN_ID","FISHERY_MANAGEMENT_PLAN","SPECIES_GROUP_ID","SPECIES_GROUP_NAME","STOCK_COMPLEX_ID","STOCK_COMPLEX_NAME"
"BLUR","BML","2024","202411-1012-06810-BLUR-917","202411","1012","06810","917","Fort Bragg",2024-11-28,"Kyndall Lynn",295,NA,"M","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202409-1012-32844-BLUR-648","202409","1012","32844","648","Pillar Point",2024-09-02,"New Captain Pete",225,NA,"F","1","Yes","Yes",NA,"District 4 - San Francisco",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-02214-BLUR-110","202308","1012","02214","110","Avila Beach",2023-08-10,"Patriot",254,NA,"U","UNK","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202407-1012-73873-BLUR-241","202407","1012","73873","241","Moss Landing",2024-07-05,"Last Meal",290,NA,"F","1","Yes","Yes","Stage = 5","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202405-1012-73861-BLUR-692","202405","1012","73861","692","Santa Cruz",2024-05-28,"Big Anchovy",267,NA,"F","1","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-33680-BLUR-152","202308","1012","33680","152","Morro Bay",2023-08-16,"Fiesta",258,NA,"F","1","Yes","Yes","TL=272","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-02214-BLUR-113","202308","1012","02214","113","Avila Beach",2023-08-10,"Patriot",227,NA,"M","1","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202407-1012-05978-BLUR-479","202407","1012","05978","479","Shelter Cove",2024-07-03,"Sea Hawk",376,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202407-1012-05978-BLUR-478","202407","1012","05978","478","Shelter Cove",2024-07-11,"Sea Hawk",357,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202408-1012-73873-BLUR-368","202408","1012","73873","368","Moss Landing",2024-08-10,"Last Meal",314,NA,"F","1","Yes","Yes","Stage = 5","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202308-1012-03233-BLUR-269","202308","1012","03233","269","San Diego",2023-08-31,"Premier",155,NA,"U","0","Yes","No",NA,"District 1 - South",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202408-1012-73873-BLUR-372","202408","1012","73873","372","Moss Landing",2024-08-10,"Last Meal",289,NA,"F","1","Yes","Yes","Stage = 5","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","HSU","2024","202405-1012-73439-BLUR-129","202405","1012","73439","129","Crescent City",2024-05-10,"Onyx",390,NA,"F","1","Yes","No","secondary brood  uncertain on vessel - all were recorded as 'Onyx', but 50 should be 'Out of the Box' - RB split between the two vessels","District 6 - Redwood",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202407-1012-06810-BLUR-445","202407","1012","06810","445","Fort Bragg",2024-07-23,"Kyndall Lynn",260,NA,"M","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202406-1012-73873-BLUR-131","202406","1012","73873","131","Moss Landing",2024-06-07,"Last Meal",300,NA,"F","1","Yes","No","stage = 5","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-71600-BLUR-1051","202411","1012","71600","1051","Shelter Cove",2024-11-27,"Saylor Ann",342,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-06810-BLUR-928","202411","1012","06810","928","Fort Bragg",2024-11-18,"Kyndall Lynn",220,NA,"M","0","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-71600-BLUR-1053","202411","1012","71600","1053","Shelter Cove",2024-11-27,"Saylor Ann",369,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202405-1012-73873-BLUR-88","202405","1012","73873","88","Moss Landing",2024-05-03,"Last Meal",308,NA,"F","1","Yes","No","stage = 5","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","NMFS","2023","202307-1012-28054-BLUR-502","202307","1012","28054","502","Channel Islands",2023-07-28,"Mirage",340,NA,"F","1","Yes","No","Dave & Neosha assigned sample # 351 , S7","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202405-1012-73873-BLUR-89","202405","1012","73873","89","Moss Landing",2024-05-03,"Last Meal",259,NA,"M","0","Yes","No",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","NMFS","2024","202404-1012-28054-BLUR-12","202404","1012","28054","12","Channel Islands",2024-04-01,"Mirage",350,NA,"F","1","Yes","No","STAGE 7","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202405-1012-73873-BLUR-87","202405","1012","73873","87","Moss Landing",2024-05-03,"Last Meal",296,NA,"F","1","Yes","No","stage = 5","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202308-1012-12758-BLUR-134","202308","1012","12758","134","Santa Barbara",2023-08-10,"Coral Sea",195,NA,"M","0","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2024","202407-1012-37797-BLUR-85","202407","1012","37797","85","Morro Bay",2024-07-03,"Black Pearl",285,NA,"F","0","Yes","No","SIM","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202308-1012-39022-BLUR-285","202308","1012","39022","285","Santa Barbara",2023-08-31,"Stardust",289,NA,"F","1","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","HSU","2023","202307-1012-71226-BLUR-62","202307","1012","71226","62","Eureka",2023-07-05,"New Reel Steel",330,NA,"F","1","Yes","No",NA,"District 6 - Redwood",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-33680-BLUR-135","202308","1012","33680","135","Morro Bay",2023-08-16,"Fiesta",300,NA,"F","1","Yes","Yes","TL=309, 1 otolith broken","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202409-1012-29746-BLUR-593","202409","1012","29746","593","Emeryville",2024-09-23,"Sea Wolf",236,NA,"M","1","Yes","Yes",NA,"District 4 - San Francisco",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202406-1012-06810-BLUR-217","202406","1012","06810","217","Fort Bragg",2024-06-20,"Kyndall Lynn",265,NA,"M","1","Yes","No","Frozen no fin clips collected","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202308-1012-12758-BLUR-129","202308","1012","12758","129","Santa Barbara",2023-08-10,"Coral Sea",243,NA,"M","1","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","NMFS","2024","202404-1012-28054-BLUR-9","202404","1012","28054","9","Channel Islands",2024-04-01,"Mirage",335,NA,"F","1","Yes","No","STAGE 7","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202406-1012-06810-BLUR-218","202406","1012","06810","218","Fort Bragg",2024-06-20,"Kyndall Lynn",344,NA,"F","1","Yes","No","Frozen no fin clips collected","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202407-1012-05978-BLUR-463","202407","1012","05978","463","Shelter Cove",2024-07-11,"Sea Hawk",329,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202406-1012-05978-BLUR-313","202406","1012","05978","313","Shelter Cove",2024-06-30,"Sea Hawk",365,NA,"F","1","Yes","Yes","Date not recorded. delayed in transit, intermixed samples, genetics questionable, suspected rotting","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202406-1012-73873-BLUR-153","202406","1012","73873","153","Moss Landing",2024-06-07,"Last Meal",295,NA,"M","0","Yes","No",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202308-1012-06810-BLUR-228","202308","1012","06810","228","Fort Bragg",2023-07-18,"Kyndall Lynn",325,NA,"F","1","Yes","No","stage 5, perforated gut","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-06810-BLUR-954","202411","1012","06810","954","Fort Bragg",2024-11-17,"Kyndall Lynn",330,NA,"M","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202407-1012-05978-BLUR-469","202407","1012","05978","469","Shelter Cove",2024-07-31,"Sea Hawk",396,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-33680-BLUR-145","202308","1012","33680","145","Morro Bay",2023-08-16,"Fiesta",332,NA,"F","1","Yes","Yes","TL=340, 2 otoliths broken","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-33680-BLUR-146","202308","1012","33680","146","Morro Bay",2023-08-16,"Fiesta",320,NA,"F","1","Yes","Yes","TL=330, 1 otolith broken","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2024","202409-1012-12758-BLUR-590","202409","1012","12758","590","Santa Barbara",2024-09-28,"Coral Sea",306,NA,"F","1","Yes","Yes",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202407-1012-73873-BLUR-240","202407","1012","73873","240","Moss Landing",2024-07-05,"Last Meal",304,NA,"F","1","Yes","Yes","Stage = 5; gill filament in cell 238","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202309-1012-28054-BLUR-422","202309","1012","28054","422","Channel Islands",2023-09-01,"Mirage",350,NA,"F","1","Yes","No","STAGE 3","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202405-1012-73861-BLUR-690","202405","1012","73861","690","Santa Cruz",2024-05-22,"Big Anchovy",283,NA,"F","1","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-02214-BLUR-109","202308","1012","02214","109","Avila Beach",2023-08-10,"Patriot",271,NA,"F","1","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2024","202407-1012-37797-BLUR-65","202407","1012","37797","65","Morro Bay",2024-07-03,"Black Pearl",326,NA,"F","1","Yes","No",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202309-1012-28054-BLUR-416","202309","1012","28054","416","Channel Islands",2023-09-01,"Mirage",360,NA,"F","1","Yes","No","STAGE 3, 1 OTOLITH BROKEN","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202409-1012-06810-BLUR-679","202409","1012","06810","679","Fort Bragg",2024-09-14,"Kyndall Lynn",300,NA,"M","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-06810-BLUR-909","202411","1012","06810","909","Fort Bragg",2024-11-18,"Kyndall Lynn",313,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2024","202409-1012-12758-BLUR-598","202409","1012","12758","598","Santa Barbara",2024-09-28,"Coral Sea",299,NA,"F","1","Yes","Yes",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202406-1012-06810-BLUR-191","202406","1012","06810","191","Fort Bragg",2024-06-18,"Kyndall Lynn",280,NA,"F","0","Yes","No","Frozen no fin clips collected","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202406-1012-05978-BLUR-317","202406","1012","05978","317","Shelter Cove",2024-06-30,"Sea Hawk",351,NA,"F","1","Yes","Yes","Date not recorded., delayed in transit, intermixed samples, genetics questionable, suspected rotting","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202408-1012-73873-BLUR-373","202408","1012","73873","373","Moss Landing",2024-08-10,"Last Meal",285,NA,"F","0","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-71600-BLUR-1050","202411","1012","71600","1050","Shelter Cove",2024-11-27,"Saylor Ann",366,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202308-1012-12758-BLUR-151","202308","1012","12758","151","Santa Barbara",2023-08-10,"Coral Sea",215,NA,"M","0","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202406-1012-06810-BLUR-238","202406","1012","06810","238","Fort Bragg",2024-06-20,"Kyndall Lynn",315,NA,"F","1","Yes","No","Frozen no fin clips collected","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202308-1012-39022-BLUR-232","202308","1012","39022","232","Santa Barbara",2023-08-28,"Stardust",264,NA,"F","1","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-06810-BLUR-927","202411","1012","06810","927","Fort Bragg",2024-11-17,"Kyndall Lynn",353,NA,"M","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2024","202409-1012-12758-BLUR-601","202409","1012","12758","601","Santa Barbara",2024-09-28,"Coral Sea",297,NA,"F","1","Yes","Yes","ONE BROKEN OTOLITH","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-06810-BLUR-921","202411","1012","06810","921","Fort Bragg",2024-11-17,"Kyndall Lynn",374,NA,"M","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202309-1012-28054-BLUR-418","202309","1012","28054","418","Channel Islands",2023-09-01,"Mirage",341,NA,"F","1","Yes","No","STAGE 3","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","HSU","2024","202405-1012-73439-BLUR-122","202405","1012","73439","122","Crescent City",2024-05-10,"Onyx",370,NA,"M","0","Yes","No","perf. gut  uncertain on vessel - all were recorded as 'Onyx', but 50 should be 'Out of the Box' - RB split between the two vessels","District 6 - Redwood",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202407-1012-32844-BLUR-397","202407","1012","32844","397","Pillar Point",2024-07-27,"New Captain Pete",236,NA,"M","1","Yes","Yes",NA,"District 4 - San Francisco",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2024","202407-1012-37797-BLUR-82","202407","1012","37797","82","Morro Bay",2024-07-03,"Black Pearl",282,NA,"F","1","Yes","No","no sex written on tag; sex identified in lab dissections","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202308-1012-28054-BLUR-365","202308","1012","28054","365","Channel Islands",2023-08-27,"Mirage",325,NA,"F","1","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202407-1012-06810-BLUR-455","202407","1012","06810","455","Fort Bragg",2024-07-23,"Kyndall Lynn",295,NA,"F","0","Yes","Yes","one retained otolith broken","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202406-1012-06810-BLUR-248","202406","1012","06810","248","Fort Bragg",2024-06-20,"Kyndall Lynn",270,NA,"F","0","No","No","Frozen no fin clips collected","District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2023","202308-1012-02214-BLUR-53","202308","1012","02214","53","Avila Beach",2023-08-02,"Patriot",252,NA,"F","1","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2024","202408-1012-12758-BLUR-420","202408","1012","12758","420","Santa Barbara",2024-08-30,"Coral Sea",235,NA,"F","0","Yes","Yes",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202407-1012-05978-BLUR-501","202407","1012","05978","501","Shelter Cove",2024-07-31,"Sea Hawk",387,NA,"F","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202309-1012-12758-BLUR-289","202309","1012","12758","289","Santa Barbara",2023-09-07,"Coral Sea",235,NA,"M","1","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202309-1012-28054-BLUR-415","202309","1012","28054","415","Channel Islands",2023-09-01,"Mirage",346,NA,"F","1","Yes","No","STAGE 7","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202409-1012-73873-BLUR-554","202409","1012","73873","554","Moss Landing",2024-09-21,"Last Meal",265,NA,"F","1","Yes","Yes",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","HSU","2024","202405-1012-73439-BLUR-124","202405","1012","73439","124","Crescent City",2024-05-05,"Onyx",380,NA,"F","0","Yes","No","uncertain on vessel - all were recorded as 'Onyx', but 50 should be 'Out of the Box' - RB split between the two vessels","District 6 - Redwood",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202308-1012-39022-BLUR-212","202308","1012","39022","212","Santa Barbara",2023-08-24,"Stardust",301,NA,"F","1","Yes","No",NA,"District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","MLML","2024","202407-1012-73873-BLUR-367","202407","1012","73873","367","Moss Landing",2024-07-24,"Last Meal",337,NA,"F","1","Yes","Yes","Stage = 5","District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-06810-BLUR-995","202411","1012","06810","995","Fort Bragg",2024-11-29,"Kyndall Lynn",305,NA,"M","1","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202309-1012-28054-BLUR-423","202309","1012","28054","423","Channel Islands",2023-09-01,"Mirage",351,NA,"F","1","Yes","No","STAGE 2","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","BML","2024","202411-1012-06810-BLUR-996","202411","1012","06810","996","Fort Bragg",2024-11-30,"Kyndall Lynn",220,NA,"M","0","Yes","Yes",NA,"District 5 - Wine",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","CP","2024","202407-1012-37797-BLUR-142","202407","1012","37797","142","Morro Bay",2024-07-16,"Black Pearl",252,NA,"F","1","Yes","No",NA,"District 3 - Central",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2024","202409-1012-16699-BLUR-444","202409","1012","16699","444","Long Beach",2024-09-07,"Eldorado",339,NA,"F","1","Yes","Yes","STAGE 5","District 1 - South",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","SIO","2023","202309-1012-28054-BLUR-424","202309","1012","28054","424","Channel Islands",2023-09-01,"Mirage",289,NA,"F","1","Yes","No","STAGE 5","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
"BLUR","UCSB","2023","202308-1012-39022-BLUR-218","202308","1012","39022","218","Santa Barbara",2023-08-24,"Stardust",335,NA,"F","1","Yes","No","1 OTOLITH BROKEN","District 2 - Channel",8826010124,"Blue/Deacon Rockfish","Sebastes mystinus",2,"Groundfish",15,"Rockfish",4,"Nearshore Deep Demersal"
